days,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Caribbean Netherlands,Bosnia,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cabo Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,DRC,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Estonia,Swaziland,Ethiopia,Faroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Channel Islands,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libyan Arab Jamahiriya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Macedonia,Norway,Oman,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,S. Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,UAE,UK,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
3/30/22,5810904,2764483,13744094,152223,17657231,22865,125636,97231963,2132240,169304,56303174,18304392,13441710,335729,3424616,247802788,312253,11661605,25292098,468501,3151914,127700,1802103,13108260,35845,1924950,1583841,414606124,41318,1077078,4350311,2403093,11106,36898934,1742151,82150509,730014,141432,1023491,1105821,50755085,3267140000,80853452,640306,820045,30233,10214063,10491359,5224881,35378005,246624,1778115,17495304,900465,13039313,168517,65980,15499959,33279161,78480471,10519466,474359,1972002,515780,28234835,103894,4407,1316010,11682747,142538965,372237,551101,510438,2859230,178101972,13049888,117592,20518119,79738,87229,16120084,151003,6015018,564098,891019,253807,11907755,15084367,16519445,805469,1838519822,378074903,146884643,17686389,10798460,189520,18107107,135938944,1394823,258134679,228793,9842011,20918681,17568886,136662,7858685,2910587,10081203,2875552,5279850,911254,1186903,3435071,70522,4467019,1281017,1244108,1329774,2025934,69000463,941657,1897878,1256530,2160602,2448714,174967379,2125247,65140,5479062,668404,4224,54279671,19831890,49859699,816622,18663,40007310,33957384,373489,10955809,9937779,2684704,32013176,3249,1840382,11311744,7019497,236029701,3706001,7930788,576389,8463405,68149172,142776576,94,53924321,23812159,6619291,16739302,163623016,19896174,7892,60912,117860,69723,322669,68340,200273,61705121,2291706,8499956,199880,2913957,14043773,62159,5732897,2977601,361557,2465018,33569841,121000487,597542,94004482,39317559,6719756,504733,21186810,15643587,3480690,49542475,11139622,5227376,129285438,1335577,2825602,2318,163515,1544257,13053209,146940492,7285538,68751,12669,17650614,31668577,24480837,142097072,567752614,8050622,45310860,204159,37860994,206223975,13288,818021,3415406,9042369
3/31/22,5820263,2766890,13745554,152233,17671788,22891,125605,97330646,2134735,169341,56362692,18307783,13456322,336003,3425058,248319472,312340,11688478,25295638,468718,3153663,127854,1803226,13125458,35845,1924950,1593526,415350921,41366,1077792,4352008,2406852,11130,36946686,1760832,82200646,730570,141495,1024603,1640446,50804747,3270874000,80941800,640373,820261,30867,10237184,10559819,5225591,35392946,246688,1778143,17499381,901290,13040275,168857,66512,15505931,33311915,78634590,10531575,474553,1972593,516482,28236361,103894,4407,1323514,11686049,142582192,377407,551301,514206,2861255,178283670,13051606,117937,20536009,79738,87246,16185155,151054,6019436,564106,891362,254398,11911676,15128445,16522652,805469,1841947045,379419843,146998255,17708342,10803410,189523,18111160,135981446,1395909,258633834,229001,9832387,20918681,17589947,136862,7864576,2914115,10094984,2876028,5281651,912065,1206142,3436348,70522,4467775,1281368,1246959,1332252,2027311,69060502,942371,1899091,1256770,2162468,2450608,176177592,2126285,65140,5479328,668536,4226,54289369,19833190,49980269,816749,18956,40068218,34011482,379067,10961201,9956427,2685259,32229844,3254,1840766,11313458,7022403,237931825,3707273,7939207,577144,8469920,68320507,142941178,94,53939224,23817411,6629871,16740510,163720358,20141669,7892,60925,117885,69756,325121,68409,200492,61723127,2297755,8500559,199905,2951439,14051423,62178,5733439,2978361,362855,2471324,33656772,121046205,601935,94031227,39338979,6761896,504795,21201557,15645650,3492762,49607595,11182086,5276452,129548423,1340801,2829237,2320,164084,1544692,13054773,146995383,7289739,68769,12672,17712753,31668577,24485172,142226665,568312182,8057933,45397714,204169,37860994,206338189,13484,818358,3431038,9208822
4/1/22,5829622,2768690,13747014,152243,17683076,22917,125617,97420359,2137230,169392,56421957,18310404,13467622,336275,3425500,251183854,312423,11715687,25297625,468692,3155412,128243,1804262,13140213,35845,1924950,1603211,416053084,41377,1078490,4353202,2410611,11154,36974458,1779513,82236389,731155,141559,1025376,1771084,50861896,3274120000,81028607,640440,820477,31701,10259790,10641363,5226281,35426263,246748,1778171,17506634,902115,13040943,169197,66135,15511640,33345398,78782171,10515418,474730,1973135,517184,28237887,103894,4407,1333429,11689245,142640446,384297,551501,517974,2862618,178403722,13052980,118130,20552484,79738,87284,16257175,151105,6023854,564114,892239,255217,11915597,15175600,16525859,805469,1843313964,380591821,147118018,17730295,10808701,189539,18112309,136013336,1396662,259284418,229191,9836982,20918681,17611008,137062,7870467,2918480,10109238,2876763,5284120,912876,1228167,3439029,70438,4468511,1281661,1250891,1334730,2028688,69097315,942891,1899091,1257220,2164334,2452502,176892152,2127202,65140,5479928,668650,4221,54299067,19834490,50094575,816876,19249,40127799,34080840,386495,10966568,10003541,2685814,32451272,3259,1841146,11314432,7024865,238764056,3708545,7945389,577845,8472594,68517718,143105780,94,53950833,23821400,6635997,16741718,163827636,20188896,7892,60938,117881,69777,327573,68496,200711,61741133,2303804,8501162,199925,2981425,14060835,62195,5733966,2979134,363857,2477630,33738165,121110760,606328,94056522,39357490,6788358,504855,21215806,15648573,3503278,49707619,11224900,5325528,129804041,1346248,2832872,2322,164653,1544733,13056259,147036295,7293940,68800,12675,17792361,31668577,24496232,142353556,568979449,8080107,45490097,204179,37860994,206562543,13739,818695,3443537,9321194
4/2/22,5838981,2770483,13748474,152252,17694364,22943,125627,97445184,2139725,169446,56461823,18313737,13479622,336526,3425942,254184796,312444,11743233,25299470,468892,3157161,128444,1805212,13146111,35845,1924950,1612896,416779433,41388,1079225,4354437,2414370,11178,36990590,1798194,82265892,731769,141623,1026149,1904320,50870791,3276886000,81128454,640507,820693,32734,10281880,10735992,5227996,35440686,246796,1778199,17507589,902940,13041873,169537,66574,15516497,33386907,78923213,10526638,474889,1973287,517886,28239413,103894,4407,1345755,11692335,142663816,392907,551701,521742,2863858,178438692,13054011,118308,20568737,79738,87302,16313626,151156,6028272,564122,892639,255756,11919518,15220534,16529066,805469,1845350769,381617078,147238399,17752248,10814965,189554,18112412,136043138,1397266,260055727,229362,9841199,20918681,17632069,137262,7876358,2923169,10125280,2876854,5286688,913687,1250192,3441461,70438,4468522,1281935,1254446,1337208,2030065,69125049,939139,1899091,1257537,2166200,2454396,177918897,2128163,65140,5480178,668778,4222,54308765,19835790,50072770,817003,19542,40187463,34134351,395773,10972879,10021432,2686369,32677460,3264,1841522,11314464,7026884,239544553,3709817,7952815,578491,8479552,68762506,143270382,94,53962718,23826441,6642751,16742926,163890500,20234202,7892,60951,117905,69798,330025,68600,200930,61759139,2309853,8501765,199940,3003914,14070717,62212,5734477,2979176,364563,2483936,33793393,121139934,610721,94080367,39373092,6814998,504912,21229558,15650155,3512238,49766921,11268065,5374604,129865712,1351918,2836507,2324,165222,1545194,13057668,147078286,7298141,68818,12678,17889439,31668577,24507056,142501681,569327368,8080115,45588008,204189,37860994,206525077,14053,819032,3457873,9440524
4/3/22,5848340,2772269,13749934,152260,17705652,22969,125636,97459927,2141957,169420,56481559,18317047,13491577,336756,3426136,252034101,312472,11778178,25299489,469087,3158910,128682,1804259,13147393,35845,1924950,1622581,416625503,41399,1079982,4355672,2418129,11083,37003591,1816875,82295372,732383,141687,1026922,2040154,50871175,3279249000,81159572,640574,820909,33967,10303454,10843706,5228823,35455660,246867,1778227,17507801,903765,13042784,170319,66910,15514805,33437479,79057717,10536969,475048,1973418,518588,28240939,103894,4407,1360492,11695320,142667359,403237,551901,525510,2861953,178452524,13054698,118470,20568925,79738,87319,16367779,151207,6032690,564130,893052,256224,11923439,15247448,16532273,805469,1847411361,382495613,147149111,17778382,10816578,189562,18115888,136049105,1397018,260413405,229131,9845039,20918681,17653130,137462,7882249,2922653,10143111,2876872,5285907,914498,1272217,3443644,70439,4468576,1282173,1257920,1339686,2031442,69143115,939429,1899091,1257716,2168066,2456290,178130383,2129215,65140,5480435,668905,4223,54308312,19837090,50189516,817130,19835,40219259,34186580,406901,10975410,10038567,2686924,32908408,3269,1841819,11314482,7028460,240273316,3707619,7959619,579083,8487129,68975844,143434984,94,53976007,23831328,6652044,16744134,163963430,20277587,7892,60964,117933,69802,332477,69081,201149,61777145,2315902,8502368,199950,3018907,14077616,62229,5734651,2979192,364973,2490242,33848796,121140365,615114,94102763,39385785,6841816,504905,21232373,15652493,3519641,49828732,11318942,5423680,129897113,1357811,2840142,2326,165791,1545495,13058999,147070173,7302342,68835,12681,18003987,31668577,24517643,142569737,569538505,8080127,45807547,204199,37860994,206745789,14426,819369,3470010,9534465
4/4/22,5872684,2773475,13751394,152268,17716940,22995,125644,97538091,2144169,169468,56532490,18320334,13491580,336964,3426553,254023206,312534,11805810,25300009,469277,3160659,128956,1806711,13156072,35845,1924950,1632266,417150367,41410,1080760,4355205,2421888,11111,37030736,1820196,82308457,732997,141751,1027695,2178586,50945026,3281604000,81258280,640641,821125,39596,10313681,10951420,5228840,35457646,246925,1778255,17510085,904590,13043677,170659,67142,15515394,33600621,79192221,10533076,475207,1973842,519290,28242465,103894,4407,1428275,11698199,142706478,451410,552101,529278,2862482,178527622,13055042,118192,20583925,79738,87335,16419633,151258,6037108,564138,893477,256620,11927360,15286354,16474722,805469,1847000842,381033706,147235430,17799032,10819933,189636,18118909,136076320,1398450,260867094,229284,9848502,20918681,17674191,136758,7879349,2926524,10186318,2877283,5287020,915309,1294242,3445577,70441,4469148,1281984,1263473,1342164,2032819,69167238,939682,1899091,1258041,2169932,2458184,178939593,2130188,65140,5480698,669027,4224,54317328,19838390,50314968,817257,20128,40280829,34237528,458728,10978715,10054946,2687479,33139356,3274,1842143,11315317,7029593,240950345,3708817,7965800,579620,8495324,69116087,143036759,94,53987667,23836061,6653660,16745342,164105625,20319050,7892,60977,117964,69806,339214,69186,201368,61795151,2321951,8502971,199955,3026403,14084481,62246,5735120,2979574,358870,2477195,33821204,121171186,619507,94123709,39334477,6868812,504954,21247908,15652229,3527044,49886750,11360599,5472756,130039721,1363926,2843777,2328,167123,1545296,13058621,147097462,7306543,68851,12684,18136004,31668577,24523744,142682439,570102675,8089322,45911769,199810,37860994,206960450,16100,819706,3470733,9610202
4/5/22,5881674,2775355,13752854,152276,17728228,23021,125651,97614505,2146099,169526,56579444,18323598,13503634,337151,3426944,252731398,312562,11833192,25301229,469461,3162408,129267,1810752,13165848,35845,1924950,1641951,418081276,41421,1081560,4356739,2425647,11142,37055631,1836264,82331416,733611,141815,1028468,2319615,51015379,3283586000,81346329,640708,821341,40825,10334309,11059134,5229837,35471647,246961,1778283,17512110,905415,13044551,171000,67271,15527309,33699208,79326725,10541681,475366,1974311,519992,28243991,103894,4407,1443116,11698750,142760768,461741,552301,533046,2862701,178680113,13055042,118596,20593525,79738,87351,16469188,151309,6041526,564146,893914,256945,11931281,15302315,16477760,805469,1848699443,383146112,147353682,17818379,10823411,189681,18122009,136105338,1399249,261334640,229436,9851588,20918681,17695252,136968,7885079,2933654,10204436,2877676,5289601,916120,1316267,3447261,70444,4469736,1282361,1266055,1344642,2034196,69192404,939899,1899091,1258344,2171798,2460078,179274307,2130029,65140,5480677,669204,4225,54325661,19839690,50579710,817384,20421,40298842,34287195,469856,10981996,10070568,2688034,33370304,3279,1842418,11316458,7030726,241575640,3709941,7971358,580157,8504138,69207331,143299654,94,53997014,23840640,6661777,16746550,164203781,20358592,7892,60990,117999,69822,341971,69276,201587,61813157,2328000,8503574,199955,3026403,14089984,62263,5735562,2980018,359415,2483298,33875176,121191526,623900,94143206,39340998,6895985,504998,21265722,15653899,3534447,49860865,11400397,5521832,130226974,1374944,2847412,2330,167899,1546053,13059779,147122340,7310744,68867,12528,18285491,31668577,24533329,142807297,570662195,8094838,46016773,201082,37860994,207235119,16474,820043,3478542,9647529
4/6/22,5890294,2777280,13754314,152284,17739516,23047,125657,97686290,2147746,169559,56624383,18326838,13513935,337317,3427310,253019744,312636,11860324,25305142,469640,3164157,129614,1816382,13170288,35845,1924950,1651636,418988804,41432,1082381,4358480,2429406,11177,37078067,1849720,82377670,734225,141879,1029241,2426280,51083663,3286373000,81433240,640775,821557,41849,10354507,11166848,5231660,35485645,246998,1778311,17515411,881240,13045406,171341,67296,15531669,33735199,79461229,10549450,475525,1974771,520694,28245517,103894,4407,1455649,11701506,142807433,470352,552501,536814,2863384,178863253,13055042,118741,20602265,79738,87366,16516445,151360,6045944,564154,894364,257199,11935202,15335071,16480630,805469,1850895496,383759338,147435574,17836424,10828165,189705,18124663,136133550,1400527,261767641,229588,9854297,20918681,17716313,137187,7890647,2933790,10234259,2878116,5291028,916931,1338292,3448696,70448,4470310,1282589,1268681,1347120,2035573,69220399,940080,1899091,1258571,2118211,2461972,180066010,2131054,65140,5480965,669348,4226,54333312,19840990,50732374,817511,20714,40356245,34335580,479135,10985429,10085434,2688589,33601252,3284,1842645,11318134,7031859,242149201,3710991,7976293,580694,8513570,69380388,143487042,94,54008348,23845065,6668155,16747758,164252315,20378363,7892,61003,118038,69829,345033,69350,201806,61831163,2334049,8504177,199955,3026403,14095586,62280,5735977,2980954,360391,2489198,33931060,121217180,628293,94130810,39347165,6923336,505037,21285816,15656916,3541850,49946136,11438336,5570908,130278302,1381240,2851047,2332,168881,1546483,13060841,147147731,7314945,68882,12537,18434978,31668577,24542149,142955467,571244170,8097865,46122559,203616,37860994,207379359,16791,814569,3492504,9699654
4/7/22,5898544,2780674,13755774,152292,17750804,23073,125662,97753676,2149111,169591,56668400,18330055,13523432,337483,3427650,253352758,312690,11887206,25306937,469814,3112919,129998,1823601,13176641,35845,1924950,1661321,419669076,41443,1083224,4360038,2433165,11215,37102546,1860564,82429836,734839,141943,1030014,2498581,51144561,3289463000,81519746,640842,821773,42669,10374275,11274562,5232556,35501233,247059,1778339,17518885,886761,13046243,171682,67311,15533645,33767971,79595733,10556383,475684,1975223,521396,28247043,103894,4407,1465874,11704245,142860079,477243,552701,540582,2864300,179046485,13055042,118943,20613257,79738,87378,16559444,151411,6050362,564162,894782,257362,11939123,15368186,16483331,805469,1852472643,384378545,147517927,17853166,10832446,189729,18128266,136163104,1401431,262200619,229739,9856629,20918681,17734375,137416,7896053,2936619,10283986,2878615,5292172,917742,1360317,3444646,70454,4470912,1282808,1271351,1349598,2036950,69252356,940225,1899091,1258833,2121462,2463866,180696336,2131887,65140,5481206,669505,4227,54340281,19842290,50903545,817638,21007,40406877,34382684,486564,10989314,10099544,2689144,33932163,3289,1842823,11320309,7023686,242671028,3711967,7980755,581231,8523620,69546720,143751271,94,54019414,23849336,6666092,16748966,164655183,20378363,7892,61016,118082,69849,348401,69409,202025,61849169,2340098,8504780,199955,3026403,14101710,62297,5736365,2981796,361798,2494895,33991918,121247282,632686,94148493,39352979,6950865,505072,21308189,15658385,3549253,50037760,11474417,5619984,130517714,1387494,2854682,2334,170069,1546855,13061808,147171659,7319146,68896,12553,18584465,31668577,24550203,143098332,571832114,8101092,46229127,207411,37860994,207605344,17050,814937,3508455,9724783
4/8/22,5906425,2782642,13757234,152300,17762092,23126,125667,97828516,2150193,169674,56715194,18332762,13532020,337649,3427965,253915505,312743,11913838,25309021,469982,3116077,131184,1832409,13189696,35845,1924950,1671006,420411074,40697,1084543,4361730,2440917,11257,37123772,1868796,82489717,735453,142007,1030787,2570882,51209600,3292643000,81603837,640909,821989,43285,10393613,11382276,5233554,35519808,247140,1778367,17526079,896978,13046671,172023,66166,15540210,33804053,79730237,10562480,475843,1975766,522098,28248569,103894,4407,1473792,11706967,142929983,482414,552901,544350,2865371,179188792,13055042,119091,20622452,79738,87353,16528362,151462,6054780,564170,894938,255729,11904698,15411339,16485864,805469,1853783376,385170969,147618887,17868606,10838232,189751,18128993,136196962,1402213,262954145,229889,9858961,20918681,17753294,137654,7901297,2940982,10311438,2879331,5293515,918553,1382342,3445799,70461,4471633,1283052,1274833,1352076,2038327,69290240,940333,1899091,1259155,2126098,2465760,181277121,2132724,65140,5481503,669648,4229,54346567,19843590,51093223,817765,21300,40433299,34401597,492143,10993531,10112897,2689995,34157205,3294,1842952,11321385,7024771,243192855,3712869,7973312,581768,8534289,69718611,143935342,94,54037332,23850223,6673605,16750174,164655398,20378363,7892,61029,118231,69861,352074,69452,202244,61867175,2346147,8505383,199955,3026403,14111069,62314,5736726,2982553,363637,2500389,34054426,121298528,645347,94165812,39358439,6978394,505102,21332842,15661160,3556656,50168924,11508639,5669060,130839540,1393705,2858317,2336,171464,1547267,13062679,147197855,7323347,68910,12576,18733952,31668577,24557727,143246573,572511686,8120007,46336477,212468,37860994,208460812,17251,815337,3517598,9779183
4/9/22,5913936,2784609,13758694,152308,17773380,23149,125672,97858056,2150993,169717,56738523,18335895,13540995,337815,3428254,253641057,312812,11940220,25311368,470150,3120643,131547,1842805,13194781,35845,1924950,1680691,420841281,40708,1085486,4362095,2447171,11303,37136843,1874415,82553628,736067,142071,1031560,2291152,51221926,3295208000,81678640,640976,822205,43697,10412520,11489990,5233849,35535359,247247,1774676,17526735,911891,13047448,172366,66173,15545030,33818015,79864741,10568629,476002,1976009,522800,28250095,103894,4407,1479402,11709672,142956921,485865,553101,548118,2865773,179222285,13055042,119242,20629834,79738,87366,16564551,151513,6059198,564178,895313,256006,11912421,15450497,16488228,805469,1855432129,385925688,147673092,17882743,10843875,189772,18129091,136227245,1402987,263819004,230039,9861293,20918681,17770072,137902,7906380,2941587,10340375,2879429,5293719,919364,1404367,3446919,70469,4471698,1283273,1279855,1354554,2039704,69335206,939643,1899091,1259505,2132119,2467654,181637603,2133522,65140,5481718,669844,4230,54352171,19844890,51530066,817892,21593,40472630,34445681,495873,10998305,10126250,2690491,34376341,3299,1843032,11321451,7025809,243714682,3713697,7977191,582305,8544958,69913558,144107353,94,54048433,23854091,6674623,16751382,164767685,20378363,7892,61042,118297,69873,356053,69479,202463,61885181,2352196,8505986,199955,3026403,14121185,62331,5737060,2982595,365907,2505680,34118324,121317181,649298,94182767,39363546,7005923,505127,21359775,15662776,3538630,50237768,11541002,5718136,130896497,1399874,2861952,2338,173065,1547710,13063455,147206133,7327548,68924,12606,18883439,31668577,24564721,143444480,572852561,8120022,46444608,218787,37860994,208525313,17394,815769,3524824,9845905
4/10/22,5921077,2786575,13760154,152301,17784668,23170,125677,97870779,2151510,169758,56902635,18338966,13549307,337981,3428518,253912535,312846,11966352,25311379,470318,3126617,131852,1888156,13195559,35845,1924950,1690376,421028480,40718,1086507,4363304,2455919,11352,37145166,1877422,82610307,736681,142135,1032333,2353595,51222302,3297551000,81700313,641043,822421,43904,10430997,11872480,5233866,35540537,247329,1774768,17526880,931501,13048183,172695,66182,15547118,33825781,79999245,10574831,476161,1976151,523502,28251621,103894,4407,1482704,11712360,142961975,487596,553301,551886,2865985,179233503,13055042,119397,20630002,79738,87383,16598189,151564,6063616,564186,895677,256487,11923945,15473238,16490424,805469,1856267473,386366209,147767297,17895577,10845072,189792,18131733,136233128,1402389,264207558,230177,9863625,20918681,17784709,138159,7911301,2944995,10370798,2879436,5294781,920175,1426392,3448007,70477,4471778,1283463,1283237,1357032,2041081,69376399,939721,1899091,1259621,2139525,2469548,181945907,2133581,65140,5481741,669929,4231,54357093,19846190,51737978,818019,21886,40455160,34488027,497753,11000157,10139603,2690927,34589571,3304,1843064,11321465,7026799,243150094,3712897,7980959,582842,8555627,70070124,144267305,94,54045571,23857709,6676605,16752590,164872354,20378363,7892,61055,118378,69884,360337,69164,202682,61903187,2358245,8506589,199955,3026403,14128230,62348,5736801,2982615,368608,2510768,34139709,121317458,652806,94199358,39368299,7037185,505147,21436858,15662777,3546419,50286760,11532475,5767212,130922684,1406001,2865587,2340,174873,1547977,13064135,147211194,7331749,68938,12643,19399787,31668577,24571185,143529693,573050619,8120024,46569941,226368,37860994,208790840,17479,816233,3508455,9865127
4/11/22,5927849,2787225,13761614,152310,17795956,23189,125682,97938915,2152027,169728,56956090,18341976,13549308,338147,3428782,254227836,312878,11992484,25312265,470486,3133999,132100,1898575,13201270,35845,1924950,1700061,421634418,40728,1087606,4363644,2467162,11401,37163901,1877817,82636549,737295,142198,1033106,2406180,51307093,3300328000,81790318,641110,822637,43907,10440011,11965786,5234412,35544100,247415,1774924,17529115,955807,13048876,173011,66194,15552793,33858666,80133749,10581085,476320,1976513,524204,28253147,103894,4407,1435236,11715030,143001770,451489,553501,555654,2867451,179297532,13055042,119556,20641181,79738,87403,16629275,151615,6068034,564194,896030,257172,11939271,15510401,16488911,805469,1857308103,387382886,147858838,17908411,10848802,189802,18133808,136261773,1404190,264621713,230325,9865957,20918681,17797205,138425,7916060,2952662,10409681,2879799,5297098,920986,1448417,3449062,70485,4472225,1283303,1286045,1359510,2042458,69425704,939805,1899091,1259966,2148316,2471442,182185704,2134575,65140,5481940,669937,4232,54362015,19847490,51945616,818146,22976,40470603,34528635,458943,11002914,10152956,2691304,34796894,3309,1843096,11322219,7027741,243416068,3713623,7984617,583379,8566296,70226260,144072000,94,54055397,23861077,6682512,16753798,164784981,20378363,7892,61068,118475,69895,371342,69174,202901,61921193,2364294,8507192,199955,3026403,14134717,62365,5737108,2982962,380796,2511394,34146981,121336674,655872,94215585,39365274,7061376,505167,21465762,15664667,3554594,50390458,11563236,5816288,131078348,1412085,2869222,2342,181220,1548405,13062714,147235102,7335950,68952,12687,19530097,31668577,24577120,143662759,573635515,8120554,46680613,261709,37860994,209036145,16287,816729,3518160,9883468
4/12/22,5934621,2789136,13763074,152319,17807244,23205,125687,98008912,2152544,169782,56999362,18344925,13558968,338313,3429046,254462450,313007,12018616,25313163,470654,3142789,132291,1907427,13208182,35845,1924950,1709746,422368139,40737,1088783,4365528,2480899,11450,37178466,1878212,82694153,737909,142255,1033879,2448907,51392928,3303126000,81859936,641177,822853,43910,10456884,12044683,5235007,35556960,247697,1775143,17531552,984809,13049527,173314,66209,15557035,33895979,80130948,10587339,476479,1977047,524906,28254673,103894,4407,1436143,11717683,143061533,451501,553701,559422,2868689,179416964,13055042,119670,20651835,79738,87427,16657809,151666,6072452,564202,896372,258061,11958398,15542631,16490841,805469,1859559964,388048499,147955947,17921245,10852149,189806,18135917,136289562,1404953,265046208,230472,9868289,20918681,17807559,138691,7917422,2955942,10442584,2880222,5298007,921797,1470442,3450085,70516,4472672,1283654,1288683,1361988,2043835,69474532,939895,1899091,1260224,2158492,2473336,182472333,2135355,65140,5482031,670058,4233,54366937,19848790,52031266,818273,23228,40520242,34567505,458972,11005712,10166309,2691622,34998311,3314,1843128,11322831,7028635,243618172,3714321,7988164,583916,8576965,70386445,144196806,94,54065466,23864195,6686310,16755006,164870399,20378363,7892,61081,118588,69895,375522,69183,203120,61939199,2370343,8507795,199955,3026403,14140873,62382,5737414,2983300,383728,2516916,34195988,121351609,658495,94223806,39369832,7082229,505187,21494357,15666414,3563155,50484317,11594253,5865364,131217629,1417237,2872857,2344,183009,1548771,13063436,147257592,7340151,68966,12738,19641231,31668577,24583055,143817666,574255670,8121304,46793043,269391,37860994,208810706,16311,817257,3568887,9914016
4/13/22,5941393,2790994,13764534,152329,17818532,23219,125692,98084809,2153061,169859,57038091,18347812,13567201,338479,3429310,254676709,313064,12044748,25316039,470822,3152988,132424,1914713,13215081,35845,1924950,1719431,422804515,40746,1090038,4367271,2497131,11499,37193305,1878607,82791206,738523,142305,1034652,2481776,51477977,3305884000,81923330,641244,823069,43913,10472584,12109172,5235970,35569362,248214,1775426,17535262,1018507,13050137,173605,66226,15561207,33942344,80262513,10593593,476638,1977571,525608,28256199,103894,4407,1436962,11719977,143113769,451513,553901,563190,2869848,179543726,13055042,119777,20662218,79738,87454,16683792,151717,6076870,564210,896704,259154,11981327,15575707,16492675,805469,1860601312,389329305,148013217,17906725,10856251,189810,18137701,136318822,1405776,265449000,230618,9870621,20918681,17815772,138957,7922018,2963264,10459832,2880886,5300792,922608,1492467,3451075,70516,4473186,1283865,1292122,1364466,2045212,69525369,939990,1899091,1260524,2170053,2475230,182771895,2136398,65140,5482355,670179,4234,54371859,19850090,52217472,818400,23440,40577032,34604637,458999,11008505,10179662,2691881,35193822,3319,1843160,11323182,7029482,243800641,3714991,7991601,584453,8587634,70554760,144303825,94,54079593,23867063,6694215,16756214,164818433,20378363,7892,61094,118716,69912,379292,69191,203339,61957205,2376392,8508398,199955,3026403,14147442,62399,5737720,2983960,386459,2523075,34253459,121372338,660676,94238233,39374549,7099745,505207,21522644,15669101,3572102,50583977,11625526,5914440,131231018,1422762,2876492,2346,184573,1548930,13064295,147279922,7344352,68980,12789,19733188,31668577,24588990,143982907,574843355,8122310,46907231,275911,37860994,208967215,16332,817817,3584909,9922431
